"Question Type: multiplechoice","Parent category","Category","Random answers","Correct feedback","Incorrect feedback","Points","Question","Correct","Answer A","Answer B","Answer C","Answer D","Answer E","Answer F","Answer G","Answer H","Answer I","Answer J"
"multiplechoice","RPAP","S1 ISO 45003 y Conceptos Psicosociales","Yes","¡Correcto! Segun el material del curso, lo correcto es: Apoyar la gestion de los riesgos psicosociales dentro de los sistemas de gestion de seguridad y salud.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso RPAP.","1","El curso presenta la norma ISO 45003 publicada en 2021 como referencia central del programa. Cual es el proposito principal de la norma ISO 45003 segun el material del curso de riesgos psicosociales aplicado a la gestion de la salud en el trabajo?","A","Apoyar la gestion de los riesgos psicosociales dentro de los sistemas de gestion de seguridad y salud","Fijar los precios de venta de los servicios de la empresa","Regular el horario de las auditorias contables anuales","Establecer los limites de exposicion al ruido industrial","","","","","",""
"multiplechoice","RPAP","S2 Modelos Karasek y Siegrist","Yes","¡Correcto! Segun el material del curso, lo correcto es: Robert Karasek.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso RPAP.","1","El curso presenta el modelo demanda-control como una de las teorias clasicas del estres laboral. Quien publico este modelo seminal en 1979 segun el material del curso de riesgos psicosociales aplicado a la explicacion del estres en el trabajo?","C","Johannes Siegrist","Evangelia Demerouti","Robert Karasek","La Organizacion Mundial de la Salud","","","","","",""
"multiplechoice","RPAP","S3 Modelo JD-R y Burnout","Yes","¡Correcto! Segun el material del curso, lo correcto es: Demerouti junto a Bakker, Nachreiner y Schaufeli.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso RPAP.","1","El curso presenta el modelo Job Demands-Resources, conocido como JD-R, como una generalizacion de teorias previas. Quien desarrollo este modelo en 2001 segun el material del curso de riesgos psicosociales aplicado al estres laboral en el trabajo?","B","Robert Karasek en solitario","Demerouti junto a Bakker, Nachreiner y Schaufeli","Johannes Siegrist en solitario","La Organizacion Mundial de la Salud","","","","","",""
"multiplechoice","RPAP","S4 Cuestionario CoPsoQ istas21","Yes","¡Correcto! Segun el material del curso, lo correcto es: Copenhagen Psychosocial Questionnaire, es decir cuestionario psicosocial de Copenhague.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso RPAP.","1","El curso presenta el cuestionario CoPsoQ como una herramienta para evaluar los riesgos psicosociales. Que significa la sigla CoPsoQ segun el material del curso de riesgos psicosociales aplicado a la medicion del riesgo en el trabajo?","D","Control Psychosocial Quality, es decir calidad psicosocial del control","Corporate Psychological Quotient, es decir cociente psicologico corporativo","Continuous Prevention Scoring Questionnaire, es decir cuestionario de prevencion","Copenhagen Psychosocial Questionnaire, es decir cuestionario psicosocial de Copenhague","","","","","",""
"multiplechoice","RPAP","S5 Prevencion y Convenio OIT 190","Yes","¡Correcto! Segun el material del curso, lo correcto es: La prevencion primaria, la secundaria y la terciaria.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso RPAP.","1","El curso presenta tres niveles de prevencion del riesgo psicosocial ordenados por su foco. Cuales son esos tres niveles segun el material del curso de riesgos psicosociales aplicado a la prevencion del dano en el trabajo?","A","La prevencion primaria, la secundaria y la terciaria","La prevencion economica, la contable y la legal","La prevencion del ruido, del calor y de la iluminacion","La prevencion inicial, la intermedia y la publicitaria","","","","","",""
"multiplechoice","RPAP","S1 ISO 45003 y Conceptos Psicosociales","Yes","¡Correcto! Segun el material del curso, lo correcto es: Es una guia no certificable orientada a la mejora continua.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso RPAP.","1","El material describe la naturaleza de la norma ISO 45003 en cuanto a su exigibilidad. Que caracteristica tiene la ISO 45003 segun el curso de riesgos psicosociales aplicado a la gestion de la salud psicologica en el trabajo?","C","Es una norma de certificacion obligatoria para toda empresa","Es una ley penal de cumplimiento forzoso","Es una guia no certificable orientada a la mejora continua","Es un contrato privado entre empleador y trabajador","","","","","",""
"multiplechoice","RPAP","S2 Modelos Karasek y Siegrist","Yes","¡Correcto! Segun el material del curso, lo correcto es: Las demandas psicologicas y el control o margen de decision sobre el trabajo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso RPAP.","1","El material describe que el modelo de Karasek se basa en dos dimensiones primarias del trabajo. Cuales son esas dos dimensiones segun el curso de riesgos psicosociales aplicado al modelo demanda-control del estres laboral en el trabajo?","B","El esfuerzo extrinseco y la recompensa recibida","Las demandas psicologicas y el control o margen de decision sobre el trabajo","El agotamiento y la despersonalizacion del trabajador","El ruido ambiental y la temperatura del puesto","","","","","",""
"multiplechoice","RPAP","S3 Modelo JD-R y Burnout","Yes","¡Correcto! Segun el material del curso, lo correcto es: Las demandas laborales y los recursos laborales.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso RPAP.","1","El material explica que el modelo JD-R distingue dos grandes tipos de condiciones del trabajo. Cuales son esas dos categorias segun el curso de riesgos psicosociales aplicado al modelo de demandas y recursos laborales en el trabajo?","D","El esfuerzo extrinseco y el esfuerzo intrinseco","La demanda y el control del puesto de trabajo","El ruido y la temperatura del ambiente laboral","Las demandas laborales y los recursos laborales","","","","","",""
"multiplechoice","RPAP","S4 Cuestionario CoPsoQ istas21","Yes","¡Correcto! Segun el material del curso, lo correcto es: En Dinamarca, por el centro nacional de investigacion del entorno de trabajo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso RPAP.","1","El material explica el origen del cuestionario CoPsoQ y el pais donde fue desarrollado. En que pais y por que institucion se desarrollo el CoPsoQ segun el curso de riesgos psicosociales aplicado a la evaluacion del riesgo en el trabajo?","A","En Dinamarca, por el centro nacional de investigacion del entorno de trabajo","En Estados Unidos, por una agencia de seguridad laboral","En Italia, por los autores del metodo OCRA","En Espana, por un sindicato de trabajadores","","","","","",""
"multiplechoice","RPAP","S5 Prevencion y Convenio OIT 190","Yes","¡Correcto! Segun el material del curso, lo correcto es: En modificar el peligro en su origen rediscenando tareas, ambiente y organizacion.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso RPAP.","1","El material describe la prevencion primaria como la de mayor eficacia frente al riesgo psicosocial. En que se centra la prevencion primaria segun el curso de riesgos psicosociales aplicado a la prevencion del dano en el entorno de trabajo?","C","En tratar a los trabajadores que ya presentan dano","En entrenar al trabajador para tolerar el estres","En modificar el peligro en su origen rediscenando tareas, ambiente y organizacion","En medir el nivel de ruido del puesto de trabajo","","","","","",""
"multiplechoice","RPAP","S1 ISO 45003 y Conceptos Psicosociales","Yes","¡Correcto! Segun el material del curso, lo correcto es: Con la norma ISO 45001 de sistemas de gestion de seguridad y salud en el trabajo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso RPAP.","1","El curso explica que la ISO 45003 no funciona de forma aislada sino junto a otra norma del sistema de gestion. Con que norma se integra principalmente la ISO 45003 segun el material del curso de riesgos psicosociales en el trabajo?","B","Con la norma ISO 9001 exclusivamente de calidad","Con la norma ISO 45001 de sistemas de gestion de seguridad y salud en el trabajo","Con una norma de gestion financiera de la empresa","Con una norma tecnica de medicion del ruido industrial","","","","","",""
