"Question Type: multiplechoice","Parent category","Category","Random answers","Correct feedback","Incorrect feedback","Points","Question","Correct","Answer A","Answer B","Answer C","Answer D","Answer E","Answer F","Answer G","Answer H","Answer I","Answer J"
"multiplechoice","TC","S1 Permiso Hot Work y NFPA 51B","Yes","¡Correcto! Segun el material del curso, lo correcto es: Renovar o reevaluar el permiso antes de continuar el trabajo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso TC.","1","Conforme al material del curso, que debe hacerse con un permiso de trabajo en caliente cuando cambian las condiciones de la zona o vence el periodo autorizado para la actividad?","A","Renovar o reevaluar el permiso antes de continuar el trabajo","Continuar el trabajo con el mismo permiso vencido","Descartar el permiso y trabajar sin autorizacion","Trasladar el permiso a otra area sin revision","","","","","",""
"multiplechoice","TC","S2 Perimetro y Combustibles","Yes","¡Correcto! Segun el material del curso, lo correcto es: Que no haya materiales combustibles ni vapores inflamables cercanos.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso TC.","1","Conforme al material, que debe verificar el personal respecto al area circundante antes de comenzar un trabajo en caliente para asegurar que el perimetro este libre de riesgos?","C","Que haya la mayor cantidad de combustibles posible","Que el area contenga liquidos inflamables sin cubrir","Que no haya materiales combustibles ni vapores inflamables cercanos","Que el perimetro este bloqueado con material inflamable","","","","","",""
"multiplechoice","TC","S3 Rol del Vigia y Comunicacion","Yes","¡Correcto! Segun el material del curso, lo correcto es: Intentar controlar el fuego incipiente con el extintor si es seguro hacerlo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso TC.","1","Conforme al material del curso, que accion complementa la notificacion al supervisor cuando el vigia detecta un conato de incendio durante un trabajo en caliente en la empresa?","B","Ignorar el conato mientras avisa por radio","Intentar controlar el fuego incipiente con el extintor si es seguro hacerlo","Abandonar el area sin usar ningun equipo","Acercar mas combustibles al foco del fuego","","","","","",""
"multiplechoice","TC","S4 Atmosferas ATEX y Medicion LEL","Yes","¡Correcto! Segun el material del curso, lo correcto es: Confirmar que la atmosfera es segura y no puede inflamarse con una chispa.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso TC.","1","Conforme al material del curso, que objetivo persigue la medicion de gases antes de autorizar un trabajo en caliente en un espacio con posible presencia de vapores inflamables?","D","Determinar el precio de los equipos de medicion","Establecer el color de la senalizacion del area","Fijar el horario de descanso del personal","Confirmar que la atmosfera es segura y no puede inflamarse con una chispa","","","","","",""
"multiplechoice","TC","S5 Ventilacion Soldadura y EPP","Yes","¡Correcto! Segun el material del curso, lo correcto es: Porque mejora las habilidades y mantiene actualizadas las practicas seguras.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso TC.","1","Conforme al material del curso, por que la capacitacion del personal es fundamental para la ejecucion segura de las operaciones de soldadura y esmerilado en los trabajos en caliente de la empresa?","A","Porque mejora las habilidades y mantiene actualizadas las practicas seguras","Porque reemplaza la necesidad de usar proteccion","Porque elimina la posibilidad de que ocurran incendios","Porque define el color de la senalizacion del area","","","","","",""
"multiplechoice","TC","S1 Permiso Hot Work y NFPA 51B","Yes","¡Correcto! Segun el material del curso, lo correcto es: La evaluacion de riesgos sustenta las condiciones que autoriza el permiso.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso TC.","1","De acuerdo con el contenido, que relacion existe entre la evaluacion de riesgos y la emision del permiso de trabajo en caliente dentro del control de las actividades peligrosas?","C","La evaluacion de riesgos reemplaza al permiso","El permiso se emite sin considerar ningun riesgo","La evaluacion de riesgos sustenta las condiciones que autoriza el permiso","La evaluacion se realiza solo despues del trabajo","","","","","",""
"multiplechoice","TC","S2 Perimetro y Combustibles","Yes","¡Correcto! Segun el material del curso, lo correcto es: Que las chispas alcancen los combustibles y provoquen un incendio.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso TC.","1","De acuerdo con el contenido del curso, que consecuencia puede tener el no respetar el perimetro de seguridad establecido durante un trabajo en caliente cerca de materiales combustibles?","B","Que el trabajo se realice con mayor rapidez","Que las chispas alcancen los combustibles y provoquen un incendio","Que se reduzca el costo del permiso emitido","Que mejore la ventilacion natural del area","","","","","",""
"multiplechoice","TC","S3 Rol del Vigia y Comunicacion","Yes","¡Correcto! Segun el material del curso, lo correcto es: Porque permite detectar y sofocar focos de fuego que puedan surgir del calor residual.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso TC.","1","De acuerdo con el curso, por que la presencia de un vigia resulta indispensable durante y despues de un trabajo en caliente en zonas con riesgo de incendio en la empresa?","D","Porque el vigia ejecuta las tareas de soldadura","Porque el vigia fija el precio de los equipos","Porque el vigia define el horario del trabajo","Porque permite detectar y sofocar focos de fuego que puedan surgir del calor residual","","","","","",""
"multiplechoice","TC","S4 Atmosferas ATEX y Medicion LEL","Yes","¡Correcto! Segun el material del curso, lo correcto es: Una concentracion de gases inflamables muy por debajo del limite de explosividad.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso TC.","1","De acuerdo con el curso, que caracteriza a una atmosfera considerada segura respecto a la concentracion de gases inflamables antes de iniciar un trabajo en caliente en un espacio confinado?","A","Una concentracion de gases inflamables muy por debajo del limite de explosividad","Una concentracion cercana al limite de explosividad","Una atmosfera saturada de gases inflamables","Una concentracion sin ninguna medicion previa","","","","","",""
"multiplechoice","TC","S5 Ventilacion Soldadura y EPP","Yes","¡Correcto! Segun el material del curso, lo correcto es: Careta, guantes, ropa resistente al calor y proteccion respiratoria adecuada.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso TC.","1","De acuerdo con el curso, que combinacion de proteccion personal debe utilizar el soldador para resguardarse de los multiples riesgos presentes durante un trabajo en caliente en la empresa?","C","Ropa comun ligera sin ningun elemento protector","Solo guantes de tela sin proteccion facial","Careta, guantes, ropa resistente al calor y proteccion respiratoria adecuada","Gafas de sol y delantal de plastico unicamente","","","","","",""
