"Question Type: multiplechoice","Parent category","Category","Random answers","Correct feedback","Incorrect feedback","Points","Question","Correct","Answer A","Answer B","Answer C","Answer D","Answer E","Answer F","Answer G","Answer H","Answer I","Answer J"
"multiplechoice","SILA","S1 Fundamentos y Peligros","Yes","¡Correcto! Reconocer el peligro permite actuar con controles que reduzcan o eliminen el riesgo antes de que ocurra el incidente.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SILA.","1","Segun el material, cual es la relacion entre reconocer un peligro y actuar con medidas de control en el enfoque preventivo?","B","El control se aplica antes de identificar cualquier peligro","Reconocer el peligro permite actuar con medidas que reduzcan o eliminen el riesgo","El control sustituye la necesidad de reconocer peligros","Reconocer el peligro obliga a detener toda la produccion","","","","","",""
"multiplechoice","SILA","S1 Fundamentos y Peligros","Yes","¡Correcto! Una condicion insegura es un estado del entorno o equipo, mientras un acto inseguro es una conducta de la persona.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SILA.","1","Conforme al documento, que caracteristica distingue a una condicion insegura de un acto inseguro como causa de una falla conforme a lo desarrollado en el material de estudio de la unidad?","D","La condicion insegura solo ocurre en horario nocturno","El acto inseguro nunca produce consecuencias","La condicion insegura depende del clima exterior","La condicion insegura es un estado del entorno, mientras el acto inseguro es una conducta de la persona","","","","","",""
"multiplechoice","SILA","S1 Fundamentos y Peligros","Yes","¡Correcto! Una superficie resbaladiza es un peligro porque representa una fuente con potencial de causar caidas.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SILA.","1","Segun el material, por que la superficie resbaladiza se cita como ejemplo de peligro en el entorno de trabajo tal como se explica en el contenido teorico presentado en el curso?","A","Porque representa una fuente con potencial de causar caidas","Porque garantiza que ocurrira un accidente inmediato","Porque elimina la necesidad de senalizacion","Porque solo afecta a las areas administrativas","","","","","",""
"multiplechoice","SILA","S1 Fundamentos y Peligros","Yes","¡Correcto! La electricidad o energia almacenada es un peligro porque puede causar choques si se manipula de forma incorrecta.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SILA.","1","De acuerdo con el documento, que papel cumple la electricidad o la energia almacenada dentro de los ejemplos de peligro en planta?","C","Es un riesgo economico para la empresa","Es una condicion exclusiva de las oficinas","Es una fuente de dano por posibles choques si se manipula mal","Es un indicador de la productividad del equipo","","","","","",""
"multiplechoice","SILA","S1 Fundamentos y Peligros","Yes","¡Correcto! Estimar la probabilidad y la gravedad del dano permite priorizar y decidir que controles aplicar segun la magnitud del riesgo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SILA.","1","Segun el material, cual es el proposito de estimar que tan probable y grave puede ser un dano en el analisis de riesgo?","B","Determinar el precio de venta del producto","Priorizar y decidir que controles aplicar segun la magnitud del riesgo","Reducir la cantidad de senalizacion requerida","Eliminar la necesidad de investigar incidentes","","","","","",""
"multiplechoice","SILA","S1 Fundamentos y Peligros","Yes","¡Correcto! Confundir peligro y riesgo lleva a disenar controles que no reducen lo que realmente causa el dano.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SILA.","1","Conforme al documento, que sucede si se disenan controles enfocados en el problema equivocado por confundir peligro y riesgo segun la informacion tecnica desarrollada a lo largo del material?","D","Se cumple mejor con la normativa internacional","Se reduce automaticamente el numero de peligros","Se mejora la citacion de las normas del curso","Los controles no reducen lo que realmente causa el dano","","","","","",""
"multiplechoice","SILA","S1 Fundamentos y Peligros","Yes","¡Correcto! La practica efectiva detecta peligros, estima riesgos, comprende causas, actua con controles y previene el incidente antes de que suceda.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SILA.","1","Segun el material, que conjunto de acciones conforma la practica efectiva de la seguridad industrial como sistema de analisis de acuerdo con los conceptos presentados en el contenido de la unidad?","A","Detectar peligros, estimar riesgos, comprender causas, actuar con controles y prevenir el incidente","Registrar accidentes, calcular costos y despedir responsables","Aumentar la produccion y reducir el personal de planta","Citar normas, archivar documentos y evitar inspecciones","","","","","",""
"multiplechoice","SILA","S1 Fundamentos y Peligros","Yes","¡Correcto! La prevencion es central porque busca actuar antes de que el incidente y el dano lleguen a producirse.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SILA.","1","De acuerdo con el documento, por que la prevencion se considera el enfoque central de la seguridad industrial aplicada de acuerdo con lo expuesto en el contenido tecnico del curso?","C","Porque reduce el numero de normas que deben citarse","Porque reemplaza la necesidad de equipos de proteccion personal","Porque busca actuar antes de que el incidente y el dano ocurran","Porque se centra en compensar economicamente al trabajador","","","","","",""
"multiplechoice","SILA","S1 Fundamentos y Peligros","Yes","¡Correcto! Distinguir estos conceptos permite pasar de la intuicion a un analisis practico de lo que ocurre en el trabajo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SILA.","1","Segun el material, que permite lograr la distincion clara de conceptos como peligro, riesgo, acto y condicion insegura conforme a lo desarrollado en el material de estudio de la unidad?","B","Reducir el presupuesto del area de seguridad","Pasar de la intuicion a un analisis practico de lo que ocurre en el trabajo","Eliminar la necesidad de capacitar al personal","Sustituir la jerarquia de controles por inspecciones","","","","","",""
"multiplechoice","SILA","S1 Fundamentos y Peligros","Yes","¡Correcto! Comprender las causas mediante actos y condiciones inseguras orienta medidas preventivas que reducen o eliminan el riesgo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SILA.","1","Conforme al documento, cual es la utilidad de comprender por que ocurren las fallas mediante actos y condiciones inseguras tal como se explica en el contenido teorico presentado en el curso?","D","Permite calcular la vida util de las maquinas","Facilita el diseno grafico de la senalizacion","Determina el horario de las inspecciones","Ayuda a orientar medidas que reduzcan o eliminen el riesgo de forma preventiva","","","","","",""
"multiplechoice","SILA","S2 Jerarquia de Controles","Yes","¡Correcto! Integrar el control con mantenimiento evita que se deteriore o desconecte y pierda su eficacia con el tiempo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SILA.","1","Segun el material, que se busca al integrar una medida de control con el plan de mantenimiento y revision de la planta?","C","Reducir el numero de trabajadores por turno","Sustituir las inspecciones por auditorias externas","Evitar que el control se deteriore o desconecte y pierda eficacia","Eliminar la necesidad de verificar su rendimiento","","","","","",""
"multiplechoice","SILA","S2 Jerarquia de Controles","Yes","¡Correcto! Aun con tiempo limitado, se prioriza segun la jerarquia, atacando el origen del riesgo antes que las medidas dependientes del comportamiento.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SILA.","1","Conforme al documento, cuando el tiempo para implementar soluciones es limitado, que criterio guia la eleccion de la medida mas preventiva?","D","Elegir siempre la medida mas economica disponible","Optar por el equipo de proteccion personal por ser rapido","Aumentar la senalizacion mientras se decide","Priorizar segun la jerarquia, atacando el origen antes que el comportamiento","","","","","",""
"multiplechoice","SILA","S2 Jerarquia de Controles","Yes","¡Correcto! La eliminacion en origen reduce el riesgo sin depender de que el trabajador use correctamente la proteccion personal.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SILA.","1","Segun el material, que ventaja ofrece un control en origen como la eliminacion frente a un control basado en el EPP?","A","Reduce el riesgo sin depender de que el trabajador use correctamente la proteccion","Es siempre gratuito para la empresa","Elimina la necesidad de cualquier inspeccion","No requiere identificar la causa del riesgo","","","","","",""
"multiplechoice","SILA","S2 Jerarquia de Controles","Yes","¡Correcto! La verificacion del rendimiento comprueba que el control implementado efectivamente reduce la exposicion esperada.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SILA.","1","De acuerdo con el documento, que papel cumple la verificacion del rendimiento dentro de la gestion de un control implementado?","B","Sustituye la jerarquia de controles","Comprueba que el control efectivamente reduce la exposicion esperada","Aumenta el numero de peligros identificados","Elimina la necesidad de mantenimiento","","","","","",""
"multiplechoice","SILA","S2 Jerarquia de Controles","Yes","¡Correcto! En controles de captura como la extraccion localizada, la eficacia depende de la proximidad al punto donde se genera el contaminante.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SILA.","1","Segun el material, por que la cercania al punto de generacion es clave en controles de captura como la extraccion localizada?","C","Porque reduce el costo del equipo de extraccion","Porque disminuye el numero de trabajadores necesarios","Porque la eficacia de la captura depende de la proximidad a la fuente del contaminante","Porque elimina la necesidad de mantenimiento","","","","","",""
"multiplechoice","SILA","S2 Jerarquia de Controles","Yes","¡Correcto! Depender de controles administrativos o EPP sin evaluar opciones superiores puede dejar sin atacar la causa del riesgo en su origen.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SILA.","1","Conforme al documento, que sucede si se depende de controles administrativos o EPP sin haber evaluado opciones superiores de la jerarquia?","D","Se garantiza la eliminacion total del peligro","Se reduce el costo de mantenimiento a cero","Se cumple automaticamente con la normativa","Se puede dejar sin atacar la causa del riesgo en origen","","","","","",""
