"Question Type: multiplechoice","Parent category","Category","Random answers","Correct feedback","Incorrect feedback","Points","Question","Correct","Answer A","Answer B","Answer C","Answer D","Answer E","Answer F","Answer G","Answer H","Answer I","Answer J"
"multiplechoice","CSMD","S1 ISO 39001 y Marco Normativo","Yes","¡Correcto! Segun el material del curso, lo correcto es: Porque el cumplimiento normativo es la base de una operacion vial segura y legal.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso CSMD.","1","Conforme al material, por que la organizacion debe conocer y aplicar el marco normativo de transito antes de operar una flota de vehiculos dentro de la gestion de la conduccion segura de la empresa?","A","Porque el cumplimiento normativo es la base de una operacion vial segura y legal","Porque el marco normativo define el color de la flota","Porque el marco normativo fija el precio del combustible","Porque el marco normativo determina el horario comercial","","","","","",""
"multiplechoice","CSMD","S2 Vision Zero y Sistema CATEFL","Yes","¡Correcto! Segun el material del curso, lo correcto es: Un objetivo claro de eliminar los accidentes graves de transito.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso CSMD.","1","Conforme al material, que aporta la aplicacion de Vision Zero a una organizacion que gestiona una flota de vehiculos dentro de su compromiso con la seguridad vial de la conduccion?","C","Un metodo para aumentar la carga transportada","Una tecnica para reducir el mantenimiento","Un objetivo claro de eliminar los accidentes graves de transito","Un estandar para el color de los vehiculos","","","","","",""
"multiplechoice","CSMD","S3 Smith System y Distancias","Yes","¡Correcto! Segun el material del curso, lo correcto es: Tiempo para tomar decisiones seguras antes de un peligro inminente.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso CSMD.","1","Conforme al material, que aporta la anticipacion propia de la conduccion preventiva al conductor profesional que opera un vehiculo de la flota dentro de la gestion de la seguridad vial de la empresa?","B","Mayor velocidad de circulacion sin riesgo","Tiempo para tomar decisiones seguras antes de un peligro inminente","Menor necesidad de mantener distancia de seguridad","La eliminacion de la obligacion de usar el cinturon","","","","","",""
"multiplechoice","CSMD","S4 Fatiga y Manejo de Distraccion","Yes","¡Correcto! Segun el material del curso, lo correcto es: Aumenta el tiempo de reaccion y reduce la capacidad de responder a tiempo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso CSMD.","1","Conforme al material, que consecuencia sobre el tiempo de reaccion del conductor profesional produce la fatiga durante la conduccion de los vehiculos de la flota dentro de la seguridad vial de la empresa?","D","Reduce el tiempo de reaccion mejorando la respuesta","No produce ningun efecto sobre el tiempo de reaccion","Mejora la vision periferica del conductor","Aumenta el tiempo de reaccion y reduce la capacidad de responder a tiempo","","","","","",""
"multiplechoice","CSMD","S5 Gestion de Flota y Siniestros","Yes","¡Correcto! Segun el material del curso, lo correcto es: La ubicacion en tiempo real y los patrones de conduccion de cada vehiculo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso CSMD.","1","Conforme al material, que informacion aporta el sistema de rastreo GPS al gestor de la flota para supervisar la conduccion segura de los vehiculos de la empresa de transporte durante la operacion?","A","La ubicacion en tiempo real y los patrones de conduccion de cada vehiculo","El color de la ropa de los conductores","El precio del combustible de cada viaje","El horario comercial de la empresa","","","","","",""
"multiplechoice","CSMD","S1 ISO 39001 y Marco Normativo","Yes","¡Correcto! Segun el material del curso, lo correcto es: La proteccion de las personas y la reduccion de los siniestros viales.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso CSMD.","1","De acuerdo con el contenido del curso, que aspecto de la seguridad vial busca fortalecer la Ley de Transporte dentro del marco normativo que rige la conduccion profesional en la empresa?","C","El aumento de la carga transportada por vehiculo","La reduccion del numero de inspecciones al parque","La proteccion de las personas y la reduccion de los siniestros viales","La estandarizacion del color de las carreteras","","","","","",""
"multiplechoice","CSMD","S2 Vision Zero y Sistema CATEFL","Yes","¡Correcto! Segun el material del curso, lo correcto es: La capacitacion periodica de los conductores.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso CSMD.","1","De acuerdo con el contenido del curso, que componente del sistema CATEFL contribuye directamente a mejorar el desempeno de los conductores mediante la formacion continua en la empresa?","B","El monitoreo de los habitos alimenticios","La capacitacion periodica de los conductores","La definicion del color de los vehiculos","La fijacion del precio del combustible","","","","","",""
"multiplechoice","CSMD","S3 Smith System y Distancias","Yes","¡Correcto! Segun el material del curso, lo correcto es: Mantener la vista en movimiento y observar todo el entorno.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso CSMD.","1","De acuerdo con el contenido del curso, que clave del Smith System ayuda al conductor profesional a mantener una visual amplia del entorno vial durante la conduccion del vehiculo de la flota?","D","Fijar la vista unicamente en el vehiculo de adelante","Concentrarse solo en el tablero de instrumentos","Observar exclusivamente el espejo retrovisor central","Mantener la vista en movimiento y observar todo el entorno","","","","","",""
"multiplechoice","CSMD","S4 Fatiga y Manejo de Distraccion","Yes","¡Correcto! Segun el material del curso, lo correcto es: Las jornadas extensas y la falta de descanso suficiente y regular.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso CSMD.","1","De acuerdo con el contenido del curso, que factores contribuyen a la aparicion de la fatiga acumulada en el conductor profesional durante la operacion prolongada de la flota de la empresa?","A","Las jornadas extensas y la falta de descanso suficiente y regular","El descanso excesivo antes de cada viaje","La reduccion de la velocidad de conduccion","El uso del cinturon de seguridad durante el viaje","","","","","",""
"multiplechoice","CSMD","S5 Gestion de Flota y Siniestros","Yes","¡Correcto! Segun el material del curso, lo correcto es: Permiten identificar oportunidades de mejora en la seguridad y la eficiencia.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso CSMD.","1","De acuerdo con el contenido del curso, que rol cumplen los indicadores clave de rendimiento en la evaluacion continua del desempeno de los conductores de la flota de la empresa de transporte?","C","Determinan el precio del combustible utilizado","Definen el color de los vehiculos de la flota","Permiten identificar oportunidades de mejora en la seguridad y la eficiencia","Fijan el horario comercial de la empresa","","","","","",""
