"Question Type: multiplechoice","Parent category","Category","Random answers","Correct feedback","Incorrect feedback","Points","Question","Correct","Answer A","Answer B","Answer C","Answer D","Answer E","Answer F","Answer G","Answer H","Answer I","Answer J"
"multiplechoice","LCP","S1 Gestion Liderazgo y Supervision","Yes","¡Correcto! Segun el material del curso, lo correcto es: La gestion se enfoca en cumplir objetivos mientras el liderazgo inspira a las personas.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso LCP.","1","Segun el material del curso, cual es la principal diferencia entre la gestion y el liderazgo en un entorno de supervision dentro del rol que desempena el supervisor en la organizacion?","A","La gestion se enfoca en cumplir objetivos mientras el liderazgo inspira a las personas","La gestion no requiere ninguna habilidad interpersonal","La gestion trata solo de liderar equipos sin planificar","El liderazgo trata solo de ejecutar tareas sin personas","","","","","",""
"multiplechoice","LCP","S2 Modelo de Bass Transformacional","Yes","¡Correcto! Segun el material del curso, lo correcto es: Fomentar el liderazgo transformacional y el desarrollo del equipo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso LCP.","1","Segun el material del curso, cual es uno de los principales objetivos del modelo general de Bass en el contexto de la supervision y el liderazgo aplicado por el supervisor dentro de la organizacion?","C","Aumentar la productividad sin considerar el bienestar","Establecer una jerarquia estricta para mejorar el control","Fomentar el liderazgo transformacional y el desarrollo del equipo","Reducir la comunicacion entre supervisores y equipo","","","","","",""
"multiplechoice","LCP","S3 Cultura Organizacional Preventiva","Yes","¡Correcto! Segun el material del curso, lo correcto es: Los simbolos y el lenguaje que se observan en la organizacion.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso LCP.","1","Segun el material del curso, cual es el primer nivel del modelo cultural propuesto en esta seccion, dentro del estudio de la cultura organizacional aplicado por los lideres y mandos medios de la organizacion?","B","Los valores profundos que no se pueden observar","Los simbolos y el lenguaje que se observan en la organizacion","Las creencias basicas mas internas de la organizacion","Las sanciones aplicadas ante los incumplimientos","","","","","",""
"multiplechoice","LCP","S4 Just Culture y Conversaciones","Yes","¡Correcto! Segun el material del curso, lo correcto es: Promover la responsabilidad y el aprendizaje sin recurrir al castigo injusto.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso LCP.","1","Segun el material del curso, cual es el proposito principal de la Just Culture o cultura justa dentro de una organizacion que busca gestionar los errores de forma equilibrada en su gestion de la seguridad?","D","Aplicar sanciones severas ante cualquier error cometido","Ocultar los errores para evitar consecuencias","Eliminar la responsabilidad de las personas por completo","Promover la responsabilidad y el aprendizaje sin recurrir al castigo injusto","","","","","",""
"multiplechoice","LCP","S5 Toolbox Talks y Enfoque Conductual","Yes","¡Correcto! Segun el material del curso, lo correcto es: Observar y reforzar las conductas seguras del equipo de trabajo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso LCP.","1","Segun el material del curso, cual opcion describe mejor el enfoque conductual en la supervision dentro del rol que ejerce el supervisor al gestionar la seguridad de su equipo en la organizacion?","A","Observar y reforzar las conductas seguras del equipo de trabajo","Ignorar por completo las conductas del equipo","Aplicar solo sanciones sin observar la conducta","Eliminar la retroalimentacion sobre el comportamiento","","","","","",""
"multiplechoice","LCP","S1 Gestion Liderazgo y Supervision","Yes","¡Correcto! Segun el material del curso, lo correcto es: Motivando, orientando y acompanando el desempeno de su equipo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso LCP.","1","De acuerdo con el material del curso, como puede un supervisor aplicar habilidades de liderazgo en su trabajo diario dentro del rol de conduccion de equipos que ejerce en la organizacion?","C","Aplicando solo sanciones sin ninguna orientacion","Ignorando el desempeno de los integrantes del equipo","Motivando, orientando y acompanando el desempeno de su equipo","Evitando la comunicacion con los trabajadores","","","","","",""
"multiplechoice","LCP","S2 Modelo de Bass Transformacional","Yes","¡Correcto! Segun el material del curso, lo correcto es: Seguidores activos que participan en la toma de decisiones.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso LCP.","1","De acuerdo con el material del curso, segun el modelo de Bass, que tipo de seguidores resultan esenciales para un lider eficaz dentro del enfoque de liderazgo transformacional aplicado en la organizacion?","B","Seguidores pasivos que acatan ordenes sin cuestionar","Seguidores activos que participan en la toma de decisiones","Seguidores indiferentes que no se preocupan por el equipo","Seguidores que solo desafian al lider sin colaborar","","","","","",""
"multiplechoice","LCP","S3 Cultura Organizacional Preventiva","Yes","¡Correcto! Segun el material del curso, lo correcto es: Los niveles visibles reflejan valores y creencias mas profundos.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso LCP.","1","De acuerdo con el material del curso, como se interrelacionan los niveles del modelo cultural entre si dentro del estudio de la cultura organizacional que aplican los lideres en la organizacion?","D","Los niveles son independientes y no se relacionan","Solo existe un unico nivel sin ninguna relacion","Los niveles visibles carecen de relacion con los valores","Los niveles visibles reflejan valores y creencias mas profundos","","","","","",""
"multiplechoice","LCP","S4 Just Culture y Conversaciones","Yes","¡Correcto! Segun el material del curso, lo correcto es: El reconocimiento de que las fallas del sistema tambien originan errores.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso LCP.","1","De acuerdo con el material del curso, como se define el concepto de culpa sistemica en el contexto de la Just Culture aplicada por la organizacion en la gestion de los errores y sus causas?","A","El reconocimiento de que las fallas del sistema tambien originan errores","La atribucion de toda culpa unicamente a la persona","La eliminacion de cualquier analisis de las causas","La imposicion de sanciones sin analizar el sistema","","","","","",""
"multiplechoice","LCP","S5 Toolbox Talks y Enfoque Conductual","Yes","¡Correcto! Segun el material del curso, lo correcto es: Porque refuerza lo seguro y corrige a tiempo las conductas de riesgo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso LCP.","1","De acuerdo con el material del curso, por que resulta esencial la retroalimentacion en el enfoque conductual de la supervision aplicado por el supervisor en la gestion de la seguridad de su equipo?","C","Porque sustituye la observacion de las conductas","Porque elimina la relacion con el equipo de trabajo","Porque refuerza lo seguro y corrige a tiempo las conductas de riesgo","Porque reduce el compromiso del equipo con la seguridad","","","","","",""
