"Question Type: multiplechoice","Parent category","Category","Random answers","Correct feedback","Incorrect feedback","Points","Question","Correct","Answer A","Answer B","Answer C","Answer D","Answer E","Answer F","Answer G","Answer H","Answer I","Answer J"
"multiplechoice","AINTE","S1 Principios ISO 19011 y Tipos","Yes","¡Correcto! Segun el material del curso, lo correcto es: El respeto por el entorno.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso AINTE.","1","Segun el material del curso sobre la norma ISO 19011, cual de los siguientes NO figura entre los principios de auditoria establecidos por esta norma internacional para orientar la actividad del auditor?","A","El respeto por el entorno","La integridad del auditor","El enfoque basado en la evidencia","La confidencialidad de la informacion","","","","","",""
"multiplechoice","AINTE","S2 Programa y Planificacion Audit","Yes","¡Correcto! Segun el material del curso, lo correcto es: Evaluar la efectividad de los sistemas implementados integrando diferentes estandares.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso AINTE.","1","Segun el material del curso, cual es uno de los principales objetivos de una auditoria combinada aplicada a sistemas de gestion integrados de tipo HSE o HSEQ dentro de una organizacion responsable?","C","Auditar un solo estandar de forma aislada","Aumentar la carga administrativa sin proposito","Evaluar la efectividad de los sistemas implementados integrando diferentes estandares","Eliminar la evaluacion de la eficacia","","","","","",""
"multiplechoice","AINTE","S3 Ejecucion y Evidencia in situ","Yes","¡Correcto! Segun el material del curso, lo correcto es: Establecer un marco para la revision de la documentacion y los hallazgos.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso AINTE.","1","Segun el material del curso, cual es el proposito principal de utilizar un checklist durante las auditorias de sistemas de gestion de tipo HSE o HSEQ dentro de una organizacion que aplica la norma ISO 19011?","B","Sustituir por completo la evidencia objetiva","Establecer un marco para la revision de la documentacion y los hallazgos","Eliminar la necesidad de entrevistar al personal","Reducir la cobertura de la auditoria","","","","","",""
"multiplechoice","AINTE","S4 Entrevistas y Hallazgos NC","Yes","¡Correcto! Segun el material del curso, lo correcto es: Permiten al entrevistado dar respuestas detalladas y elaboradas.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso AINTE.","1","Segun el material del curso, cual de las siguientes constituye una caracteristica clave de las preguntas abiertas empleadas durante una entrevista dentro del proceso de auditoria de sistemas de gestion?","D","Solo admiten una respuesta de si o no","Limitan la informacion que aporta el auditado","Impiden que el auditado se explique","Permiten al entrevistado dar respuestas detalladas y elaboradas","","","","","",""
"multiplechoice","AINTE","S5 Informe Competencia y HSEQ","Yes","¡Correcto! Segun el material del curso, lo correcto es: Discutir los hallazgos y recomendaciones y recopilar la retroalimentacion de los involucrados.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso AINTE.","1","Segun el material del curso, cual es el objetivo principal de la reunion de cierre que se realiza tras la ejecucion de una auditoria interna dentro de un sistema de gestion de la organizacion auditada?","A","Discutir los hallazgos y recomendaciones y recopilar la retroalimentacion de los involucrados","Aplicar sanciones al personal auditado","Ocultar los hallazgos de la auditoria","Eliminar los criterios de auditoria","","","","","",""
"multiplechoice","AINTE","S1 Principios ISO 19011 y Tipos","Yes","¡Correcto! Segun el material del curso, lo correcto es: La auditoria de tercera parte.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso AINTE.","1","De acuerdo con el material del curso, que tipo de auditoria se centra en la evaluacion de la conformidad de un sistema de gestion frente a requisitos definidos por un organismo externo independiente?","C","La auditoria de primera parte","La auditoria informal sin criterios","La auditoria de tercera parte","La auditoria sin planificacion previa","","","","","",""
"multiplechoice","AINTE","S2 Programa y Planificacion Audit","Yes","¡Correcto! Segun el material del curso, lo correcto es: La resistencia de los empleados a compartir informacion vital para el proceso.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso AINTE.","1","De acuerdo con el material del curso, cual de los siguientes constituye un riesgo comun asociado a la auditoria de sistemas de gestion integrados de tipo HSE o HSEQ dentro de una organizacion?","B","El exceso de colaboracion de los auditados","La resistencia de los empleados a compartir informacion vital para el proceso","La abundancia ilimitada de recursos","La ausencia total de hallazgos posibles","","","","","",""
"multiplechoice","AINTE","S3 Ejecucion y Evidencia in situ","Yes","¡Correcto! Segun el material del curso, lo correcto es: El formato del documento.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso AINTE.","1","De acuerdo con el material del curso, al revisar un documento durante una auditoria, cual de los siguientes elementos NO resulta esencial evaluar dentro del analisis documental del sistema de gestion?","D","La vigencia del documento","La aprobacion del documento","La coherencia con los requisitos","El formato del documento","","","","","",""
"multiplechoice","AINTE","S4 Entrevistas y Hallazgos NC","Yes","¡Correcto! Segun el material del curso, lo correcto es: Para comenzar con preguntas generales antes de pasar a los detalles especificos.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso AINTE.","1","De acuerdo con el material del curso, para que se utiliza principalmente la tecnica del embudo dentro de las entrevistas realizadas por el auditor durante una auditoria de sistemas de gestion en la organizacion?","A","Para comenzar con preguntas generales antes de pasar a los detalles especificos","Para comenzar directamente con los detalles","Para evitar cualquier pregunta al auditado","Para impedir la comunicacion con el auditado","","","","","",""
"multiplechoice","AINTE","S5 Informe Competencia y HSEQ","Yes","¡Correcto! Segun el material del curso, lo correcto es: Implementar un sistema de monitoreo y revision de las acciones correctivas propuestas.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso AINTE.","1","De acuerdo con el material del curso, en cuanto al seguimiento posterior a una auditoria, que aspecto resulta esencial para garantizar la mejora continua dentro del sistema de gestion de la organizacion auditada?","C","Cerrar el proceso sin verificar las acciones","Ignorar las acciones correctivas definidas","Implementar un sistema de monitoreo y revision de las acciones correctivas propuestas","Eliminar el seguimiento de los hallazgos","","","","","",""
