"Question Type: multiplechoice","Parent category","Category","Random answers","Correct feedback","Incorrect feedback","Points","Question","Correct","Answer A","Answer B","Answer C","Answer D","Answer E","Answer F","Answer G","Answer H","Answer I","Answer J"
"multiplechoice","SPT","S1 Origen y Estructura ISO 45003","Yes","¡Correcto! Segun el material del curso, lo correcto es: Proporcionar directrices para la gestion de la salud mental en el trabajo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SPT.","1","Cual es el proposito principal de la norma ISO 45003 dentro de la gestion moderna de la seguridad y salud en el trabajo de una organizacion","A","Proporcionar directrices para la gestion de la salud mental en el trabajo","Establecer las politicas de seguridad operacional","Proteger unicamente la salud fisica de los trabajadores","Regular los equipos de proteccion personal","","","","","",""
"multiplechoice","SPT","S2 Peligros Psicosociales y Evaluacion","Yes","¡Correcto! Segun el material del curso, lo correcto es: La carga laboral excesiva sobre los trabajadores.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SPT.","1","Cual de los siguientes aspectos es considerado un factor de riesgo psicosocial segun los criterios de identificacion que plantea la norma ISO 45003","C","El mantenimiento programado de equipos","La higiene industrial de las instalaciones","La carga laboral excesiva sobre los trabajadores","La velocidad de produccion de la maquinaria","","","","","",""
"multiplechoice","SPT","S3 Liderazgo y Participacion Laboral","Yes","¡Correcto! Segun el material del curso, lo correcto es: Todos los empleados y los representantes de los trabajadores.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SPT.","1","La implementacion de la norma ISO 45003 debe considerar la participacion de cual de las siguientes partes interesadas dentro de la organizacion","B","Solo la direccion y los gerentes de seguridad","Todos los empleados y los representantes de los trabajadores","Unicamente los trabajadores externos o contratistas","Solo los gerentes de recursos humanos","","","","","",""
"multiplechoice","SPT","S4 Convenio OIT 190 y Recomendacion 206","Yes","¡Correcto! Segun el material del curso, lo correcto es: La violencia y el acoso en el mundo del trabajo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SPT.","1","Que tema principal regula el Convenio numero 190 de la Organizacion Internacional del Trabajo adoptado durante el ano 2019 en el ambito laboral","D","La jornada maxima de trabajo semanal","El salario minimo aplicable por sector","La compra de equipos de proteccion personal","La violencia y el acoso en el mundo del trabajo","","","","","",""
"multiplechoice","SPT","S5 Indicadores Denuncia y Reparacion","Yes","¡Correcto! Segun el material del curso, lo correcto es: Forman parte de un sistema que permite reportar y gestionar casos.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SPT.","1","Que funcion cumplen los mecanismos de denuncia dentro del enfoque preventivo de la violencia y el acoso en el trabajo segun el contenido del curso","A","Forman parte de un sistema que permite reportar y gestionar casos","Sirven unicamente para sancionar a quien reporta","Reemplazan la evaluacion de riesgos psicosociales","Se usan solo para archivar quejas sin respuesta","","","","","",""
"multiplechoice","SPT","S1 Origen y Estructura ISO 45003","Yes","¡Correcto! Segun el material del curso, lo correcto es: En junio de 2021 como primera norma internacional en la materia.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SPT.","1","En que ano fue publicada la norma internacional ISO 45003 sobre salud psicologica y seguridad en el trabajo que sirve como guia para las organizaciones","C","En 2018 junto con la norma ISO 45001","En 2015 antes de la actualizacion de calidad","En junio de 2021 como primera norma internacional en la materia","En 2019 con el Convenio de la OIT","","","","","",""
"multiplechoice","SPT","S2 Peligros Psicosociales y Evaluacion","Yes","¡Correcto! Segun el material del curso, lo correcto es: Identificar analizar y evaluar los factores psicosociales presentes.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SPT.","1","Que implica realizar la evaluacion de riesgos en el contexto de la norma ISO 45003 aplicada a la salud psicologica de las personas en el trabajo","B","Contar el numero de accidentes fisicos ocurridos","Identificar analizar y evaluar los factores psicosociales presentes","Medir la temperatura del ambiente laboral","Revisar el estado de los extintores disponibles","","","","","",""
"multiplechoice","SPT","S3 Liderazgo y Participacion Laboral","Yes","¡Correcto! Segun el material del curso, lo correcto es: Mejorar la gestion del estres y la salud psicologica en el trabajo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SPT.","1","Cual es el objetivo principal que persigue la norma ISO 45003 en el contexto de la salud y la seguridad psicologica dentro del entorno laboral","D","Aumentar la produccion en las lineas de montaje","Reducir los costos de mantenimiento de equipos","Regular la compra de proteccion personal","Mejorar la gestion del estres y la salud psicologica en el trabajo","","","","","",""
"multiplechoice","SPT","S4 Convenio OIT 190 y Recomendacion 206","Yes","¡Correcto! Segun el material del curso, lo correcto es: En 2019 por la Conferencia de la Organizacion Internacional del Trabajo.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SPT.","1","En que ano y organismo fue adoptado el Convenio numero 190 sobre violencia y acoso en el mundo del trabajo que orienta la prevencion en las empresas","A","En 2019 por la Conferencia de la Organizacion Internacional del Trabajo","En 2015 por la Organizacion Mundial de la Salud","En 2018 por la comision de normas ISO","En 2021 por el organismo nacional de trabajo","","","","","",""
"multiplechoice","SPT","S5 Indicadores Denuncia y Reparacion","Yes","¡Correcto! Segun el material del curso, lo correcto es: Aplicar medidas de reparacion y no limitarse a cerrar el caso.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SPT.","1","Que debe hacer la organizacion cuando un caso de salud psicologica y seguridad en el trabajo ha sido verificado despues de la investigacion correspondiente","C","Cerrar la investigacion sin ninguna otra accion","Trasladar la culpa a la persona afectada","Aplicar medidas de reparacion y no limitarse a cerrar el caso","Ocultar el resultado para proteger su imagen","","","","","",""
