"Question Type: multiplechoice","Parent category","Category","Random answers","Correct feedback","Incorrect feedback","Points","Question","Correct","Answer A","Answer B","Answer C","Answer D","Answer E","Answer F","Answer G","Answer H","Answer I","Answer J"
"multiplechoice","SIP","SP1 Fundamentos y Marco Normativo","Yes","¡Correcto! Un esquema normativo va mas alla de declarar buenas practicas porque estructura los requisitos para que los controles se implementen y revisen con criterios claros.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SIP.","1","Segun el material, por que un esquema normativo va mas alla de declarar buenas practicas de acuerdo con lo expuesto en el contenido tecnico del curso?","C","Porque solo enumera recomendaciones","Porque elimina la necesidad de auditorias","Porque estructura los requisitos para que los controles se implementen y revisen con criterios claros","Porque reduce la seguridad a un resultado aislado","","","","","",""
"multiplechoice","SIP","SP1 Fundamentos y Marco Normativo","Yes","¡Correcto! La gestion sistematica de la seguridad busca reducir interrupciones operativas como paradas, retrasos y re-trabajos.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SIP.","1","Conforme al documento, que interrupciones operativas busca reducir la gestion sistematica de la seguridad conforme a lo desarrollado en el material de estudio de la unidad?","D","Solo las vacaciones del personal","Unicamente los cambios de turno","Solo las reuniones administrativas","Las paradas, los retrasos y los re-trabajos","","","","","",""
"multiplechoice","SIP","SP1 Fundamentos y Marco Normativo","Yes","¡Correcto! La definicion aplicada de seguridad industrial considera las perdidas asociadas en forma de costos directos e indirectos derivados de los eventos.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SIP.","1","Segun el material, que tipo de perdidas asociadas considera la definicion aplicada de seguridad industrial tal como se explica en el contenido teorico presentado en el curso?","A","Costos directos e indirectos derivados de los eventos","Solo el costo de la energia","Unicamente el costo de la materia prima","Exclusivamente los impuestos","","","","","",""
"multiplechoice","SIP","SP1 Fundamentos y Marco Normativo","Yes","¡Correcto! Contar con criterios verificables permite evaluar el desempeno de seguridad de forma consistente y estructurada.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SIP.","1","De acuerdo con el documento, que aporta contar con criterios verificables en las normas de seguridad industrial segun la informacion tecnica desarrollada a lo largo del material?","B","Aumentar el costo de la operacion","Permitir evaluar el desempeno de forma consistente y estructurada","Eliminar la necesidad de personal","Reducir la produccion","","","","","",""
"multiplechoice","SIP","SP1 Fundamentos y Marco Normativo","Yes","¡Correcto! La seguridad industrial es una gestion sistematica porque acompana el trabajo diario controlando los riesgos de forma continua, no puntual.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SIP.","1","Segun el material, por que la seguridad industrial se describe como una gestion sistematica y no puntual de acuerdo con los conceptos presentados en el contenido de la unidad?","C","Porque se aplica una sola vez","Porque depende solo del presupuesto","Porque acompana el trabajo diario controlando los riesgos de forma continua","Porque solo interviene en las auditorias","","","","","",""
"multiplechoice","SIP","SP1 Fundamentos y Marco Normativo","Yes","¡Correcto! IFS Food es un buen ejemplo porque organiza requisitos de forma auditable y es un esquema reconocido por la GFSI.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SIP.","1","Conforme al documento, que caracteristica hace de IFS Food un buen ejemplo de esquema normativo de acuerdo con lo expuesto en el contenido tecnico del curso?","D","Que no requiere auditorias","Que reemplaza la gestion del riesgo","Que solo aplica a un pais","Que organiza requisitos de forma auditable y es reconocido por la GFSI","","","","","",""
"multiplechoice","SIP","SP1 Fundamentos y Marco Normativo","Yes","¡Correcto! La seguridad industrial busca prevenir danos a equipos, instalaciones y activos de la planta.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SIP.","1","Segun el material, que danos a los activos busca prevenir la seguridad industrial en la planta conforme a lo desarrollado en el material de estudio de la unidad?","A","Danos a equipos, instalaciones y activos","Solo danos a la imagen comercial","Unicamente danos administrativos","Exclusivamente danos ambientales externos","","","","","",""
"multiplechoice","SIP","SP1 Fundamentos y Marco Normativo","Yes","¡Correcto! La seguridad industrial relaciona el control de riesgos con la continuidad operativa, ya que controlar los riesgos reduce interrupciones y perdidas.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SIP.","1","De acuerdo con el documento, que relacion establece la seguridad industrial entre control de riesgos y continuidad operativa tal como se explica en el contenido teorico presentado en el curso?","B","Son objetivos opuestos","El control de riesgos favorece la continuidad al reducir interrupciones y perdidas","La continuidad no depende del control de riesgos","El control de riesgos reduce la produccion","","","","","",""
"multiplechoice","SIP","SP1 Fundamentos y Marco Normativo","Yes","¡Correcto! Se usa una definicion aplicada al entorno de planta para relacionar la seguridad con el desempeno operativo, la continuidad y el control de riesgos de forma concreta.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SIP.","1","Segun el material, por que se usa una definicion aplicada al entorno real de planta para la seguridad industrial segun la informacion tecnica desarrollada a lo largo del material?","C","Para reducir el numero de normas","Para eliminar la necesidad de auditorias","Para relacionar la seguridad con el desempeno, la continuidad y el control de riesgos de forma concreta","Para sustituir el control operacional","","","","","",""
"multiplechoice","SIP","SP1 Fundamentos y Marco Normativo","Yes","¡Correcto! El esquema IFS Food es exigido habitualmente por retailers europeos como Edeka, Rewe, Carrefour, Auchan y Coop.","Respuesta incorrecta. Revisa la seccion correspondiente en el material del curso SIP.","1","Conforme al documento, que tipo de retailers europeos exigen habitualmente el esquema IFS Food de acuerdo con los conceptos presentados en el contenido de la unidad?","D","Solo minoristas asiaticos","Unicamente mayoristas estadounidenses","Solo distribuidores latinoamericanos","Retailers como Edeka, Rewe, Carrefour, Auchan y Coop","","","","","",""
